browser,version,OS,OS_lang,GMT_timestamp,local_timestamp,trial_file_version,link,duration_s
Firefox,"114.0",Windows,en-US,2023-06-19_21:36:26,2023-06-19_23:36:26,2023-06-07_23:08:25,https://www.testable.org/experiment/11502/795217/start?token=sabine3,550.239

rowNo,type,stim1,stimFormat,key,label,presTime,responseOptions,responseWindow,keyboard,if,then,presTime_ms,presTime_f,presTime_fDuration,timestamp,response,RT,correct
"4",test,"",word,"",placeholder1-1,"",waitResponseWindow,"1500",m,"","","","","",38214,timeout,1485,""
"5",test,A,word,m,2p1_1,"1000",waitResponseWindow,"3000",m,correct,+1;+3,"1000","60","16.66",41213,timeout,2990,"0"
"8",test,L,word,m,2p2_1,"1000",waitResponseWindow,"3000",m,correct,+1;+3,"1000","60","16.66",44213,timeout,2990,"0"
"11",test,T,word,m,2p3_1,"1000",waitResponseWindow,"3000",m,correct,+1;+3,505;1000,"30","16.66",44717,m,495,"1"
"13",test,"",word,m,placeholder1-4,"",waitResponseWindow,"1500",m,"","","","","",50711,timeout,1477,"0"
"14",test,L,word,m,2p4_1C,"1000",waitResponseWindow,"3000",m,correct,+1;+3,"1000","60","16.66",53457,m,2740,"1"
"16",test,"",word,m,placeholder1-5,"",waitResponseWindow,"1500",m,"","","","","",56843,timeout,1495,"0"
"17",test,O,word,m,2p5_1,"1000",waitResponseWindow,"3000",m,correct,+1;+3,"1000","60","16.66",57865,m,1018,"1"
"19",test,"",word,m,placeholder1-6,"",waitResponseWindow,"1500",m,"","","","","",63259,timeout,1490,"0"
"20",test,C,word,m,2p6_1,"1000",waitResponseWindow,"3000",m,correct,+1;+3,"1000","60","16.66",66259,timeout,2995,"0"
"23",test,H,word,m,2p7_1,"1000",waitResponseWindow,"3000",m,correct,+1;+3,"1000","60","16.66",69259,timeout,2983,"0"
"26",test,M,word,m,2p8_1,"1000",waitResponseWindow,"3000",m,correct,+1;+3,"1000","60","16.66",72258,timeout,2980,"0"
"29",test,H,word,m,2p9_1C,"1000",waitResponseWindow,"3000",m,correct,+1;+3,"1000","60","16.66",75259,timeout,2983,"0"
"32",test,E,word,m,2p10_1,"1000",waitResponseWindow,"3000",m,correct,+1;+3,549;1000,"31","17.20",75805,m,513,"1"
"34",test,"",word,m,placeholder1-11,"",waitResponseWindow,"1500",m,"","","","","",81040,timeout,1485,"0"
"35",test,K,word,m,2p11_1,"1000",waitResponseWindow,"3000",m,correct,+1;+3,"1000","60","16.66",84040,timeout,2981,"0"
"38",test,P,word,m,2p12_1,"1000",waitResponseWindow,"3000",m,correct,+1;+3,"1000","60","16.66",87038,timeout,2990,"0"
"41",test,K,word,m,2p13_1C,"1000",waitResponseWindow,"3000",m,correct,+1;+3,"1000","60","16.66",90038,timeout,2995,"0"
"44",test,B,word,m,2p14_1,"1000",waitResponseWindow,"3000",m,correct,+1;+2,"1000","60","16.66",93037,timeout,2988,"0"
"47",test,"",word,"",placeholder2,"",waitResponseWindow,"1500",m,"","","","","",98320,timeout,1491,""
"48",test,D,word,m,2p1_2,"1000",waitResponseWindow,"3000",m,"","","1000","60","16.66",101319,timeout,2987,"0"
"49",test,R,word,m,2p2_2,"1000",waitResponseWindow,"3000",m,"","","1000","60","16.66",104318,timeout,2992,"0"
"50",test,H,word,m,2p3_2,"1000",waitResponseWindow,"3000",m,"","","1000","60","16.66",107319,timeout,2996,"0"
"51",test,B,word,m,2p4_2,"1000",waitResponseWindow,"3000",m,"","","1000","60","16.66",110318,timeout,2993,"0"
"52",test,R,word,m,2p5_2,"1000",waitResponseWindow,"3000",m,"","","1000","60","16.66",113318,timeout,2993,"0"
"53",test,B,word,m,2p6_2C,"1000",waitResponseWindow,"3000",m,"","",471;1000,"28","16.66",113787,m,464,"1"
"54",test,D,word,m,2p7_2,"1000",waitResponseWindow,"3000",m,"","","1000",60;60,"16.66",119316,timeout,2982,"0"
"55",test,K,word,m,2p8_2,"1000",waitResponseWindow,"3000",m,"","","1000","60","16.66",122316,timeout,2991,"0"
"56",test,D,word,m,2p9_2C,"1000",waitResponseWindow,"3000",m,"","",642;1000,"38","16.66",122957,m,626,"1"
"57",test,T,word,m,2p10_2,"1000",waitResponseWindow,"3000",m,"","","1000",60;60,"16.66",128315,timeout,2983,"0"
"58",test,A,word,m,2p11_2,"1000",waitResponseWindow,"3000",m,"","","1000","60","16.66",131314,timeout,2982,"0"
"59",test,I,word,m,2p12_2,"1000",waitResponseWindow,"3000",m,"","","1000","60","16.66",134314,timeout,2986,"0"
"60",test,E,word,m,2p13_2,"1000",waitResponseWindow,"3000",m,"","","1000","60","16.66",137313,timeout,2991,"0"
"61",test,I,word,m,2p14_2C,"1000",waitResponseWindow,"3000",m,"","",558;1000,"33","16.66",137870,m,550,"1"
"63",test,"",word,m,placeholder3-1,"",waitResponseWindow,"1500",m,"","","","","",145079,timeout,1478,"0"
"64",test,D,word,m,3p1_1,"1000",waitResponseWindow,"3000",m,correct,+1;+3,"1000",60;60,"16.66",146271,m,1174,"1"
"66",test,"",word,m,placeholder3-2,"",waitResponseWindow,"1500",m,"","","","","",151344,timeout,1485,"0"
"67",test,K,word,m,3p2_1,"1000",waitResponseWindow,"3000",m,correct,+1;+3,"1000","60","16.66",154342,timeout,2987,"0"
"70",test,A,word,m,3p3_1,"1000",waitResponseWindow,"3000",m,correct,+1;+3,"1000","60","16.66",157343,timeout,2996,"0"
"73",test,R,word,m,3p4_1,"1000",waitResponseWindow,"3000",m,correct,+1;+3,"1000","60","16.66",160343,timeout,2996,"0"
"76",test,K,word,m,3p5_1C,"1000",waitResponseWindow,"3000",m,correct,+1;+3,374;1000,"22","16.66",160716,m,362,"1"
"78",test,"",word,m,placeholder3-6,"",waitResponseWindow,"1500",m,"","","","","",166208,timeout,1495,"0"
"79",test,T,word,m,3p6_1,"1000",waitResponseWindow,"3000",m,correct,+1;+3,"1000","60","16.66",167906,m,1693,"1"
"81",test,"",word,m,placeholder3-7,"",waitResponseWindow,"1500",m,"","","","","",171874,timeout,1490,"0"
"82",test,O,word,m,3p7_1,"1000",waitResponseWindow,"3000",m,correct,+1;+3,"1000","60","16.66",174873,timeout,2995,"0"
"85",test,K,word,m,3p8_1,"1000",waitResponseWindow,"3000",m,correct,+1;+3,"1000","60","16.66",177873,timeout,2992,"0"
"88",test,T,word,m,3p9_1C,"1000",waitResponseWindow,"3000",m,correct,+1;+3,829;1000,"49","16.66",178701,m,825,"1"
"90",test,"",word,m,placeholder3-10,"",waitResponseWindow,"1500",m,"","","","","",184205,timeout,1487,"0"
"91",test,A,word,m,3p10_1,"1000",waitResponseWindow,"3000",m,correct,+1;+3,"1000","60","16.66",187205,timeout,2991,"0"
"94",test,C,word,m,3p11_1,"1000",waitResponseWindow,"3000",m,correct,+1;+3,"1000","60","16.66",190204,timeout,2984,"0"
"97",test,P,word,m,3p12_1,"1000",waitResponseWindow,"3000",m,correct,+1;+3,"1000","60","16.66",192061,m,1850,"1"
"99",test,"",word,m,placeholder3-13,"",waitResponseWindow,"1500",m,"","","","","",196153,timeout,1480,"0"
"100",test,L,word,m,3p13_1,"1000",waitResponseWindow,"3000",m,correct,+1;+3,"1000","60","16.66",199152,timeout,2987,"0"
"103",test,I,word,m,3p14_1,"1000",waitResponseWindow,"3000",m,correct,+1;+3,"1000","60","16.66",202151,timeout,2993,"0"
"106",test,P,word,m,3p15_1C,"1000",waitResponseWindow,"3000",m,correct,+1;+2,"1000","60","16.66",205151,timeout,2996,"0"
"109",test,"",word,"",placeholder4,"",waitResponseWindow,"1500",m,"","","","","",209967,timeout,1493,""
"110",test,K,word,m,3p1_2,"1000",waitResponseWindow,"3000",m,"","","1000","60","16.66",211395,m,1423,"1"
"111",test,O,word,m,3p2_2,"1000",waitResponseWindow,"3000",m,"","",555;1000,"33","16.66",213521,m,550,"1"
"112",test,S,word,m,3p3_2,"1000",waitResponseWindow,"3000",m,"","",631;1000,60;37,"16.66",216596,m,622,"1"
"113",test,K,word,m,3p4_2C,"1000",waitResponseWindow,"3000",m,"","",565;1000,60;33,"16.66",219530,m,554,"1"
"114",test,C,word,m,3p5_2,"1000",waitResponseWindow,"3000",m,"","",449;1000,60;26,"16.66",222413,m,443,"1"
"115",test,A,word,m,3p6_2,"1000",waitResponseWindow,"3000",m,"","",367;1000,60;22,"16.66",225331,m,352,"1"
"116",test,P,word,m,3p7_2,"1000",waitResponseWindow,"3000",m,"","",537;1000,60;32,"16.66",228500,m,532,"1"
"117",test,C,word,m,3p8_2C,"1000",waitResponseWindow,"3000",m,"","",504;1000,60;30,"16.66",231467,m,497,"1"
"118",test,O,word,m,3p9_2,"1000",waitResponseWindow,"3000",m,"","",356;1000,60;21,"16.66",234318,m,349,"1"
"119",test,K,word,m,3p10_2,"1000",waitResponseWindow,"3000",m,"","",470;1000,60;28,"16.66",237431,m,465,"1"
"120",test,S,word,m,3p11_2,"1000",waitResponseWindow,"3000",m,"","",373;1000,60;22,"16.66",240334,m,365,"1"
"121",test,B,word,m,3p12_2,"1000",waitResponseWindow,"3000",m,"","",440;1000,60;26,"16.66",243400,m,435,"1"
"122",test,I,word,m,3p13_2,"1000",waitResponseWindow,"3000",m,"","",409;1000,60;24,"16.66",246369,m,404,"1"
"123",test,S,word,m,3p14_2C,"1000",waitResponseWindow,"3000",m,"","",383;1000,60;22,"16.66",249342,m,379,"1"
"124",test,D,word,m,3p15_2,"1000",waitResponseWindow,"3000",m,"","",439;1000,60;26,"16.66",252398,m,433,"1"
"126",test,"",word,"",placeholder5,"",waitResponseWindow,"1500",m,"","","","","",262641,timeout,1480,""
"127",test,E,word,m,2t1_1,"1000",waitResponseWindow,"3000",m,"","","1000",60;60,"16.66",265641,timeout,2995,"0"
"128",test,S,word,m,2t2_1,"1000",waitResponseWindow,"3000",m,"","","1000","60","16.66",268640,timeout,2981,"0"
"129",test,M,word,m,2t3_1,"1000",waitResponseWindow,"3000",m,"","","1000","60","16.66",271640,timeout,2996,"0"
"130",test,A,word,m,2t4_1,"1000",waitResponseWindow,"3000",m,"","","1000","60","16.66",274640,timeout,2985,"0"
"131",test,M,word,m,2t5_1C,"1000",waitResponseWindow,"3000",m,"","",734;1000,"44","16.66",275372,m,716,"1"
"132",test,I,word,m,2t6_1,"1000",waitResponseWindow,"3000",m,"","","1000",60;60,"16.66",280637,timeout,2989,"0"
"133",test,M,word,m,2t7_1C,"1000",waitResponseWindow,"3000",m,"","","1000","60","16.66",281965,m,1317,"1"
"134",test,C,word,m,2t8_1,"1000",waitResponseWindow,"3000",m,"","","1000","60","16.66",286637,timeout,2996,"0"
"135",test,P,word,m,2t9_1,"1000",waitResponseWindow,"3000",m,"","","1000","60","16.66",289636,timeout,2984,"0"
"136",test,S,word,m,2t10_1,"1000",waitResponseWindow,"3000",m,"","","1000","60","16.66",292636,timeout,2993,"0"
"137",test,P,word,m,2t11_1C,"1000",waitResponseWindow,"3000",m,"","",469;1000,"28","16.66",293104,m,453,"1"
"138",test,S,word,m,2t12_1C,"1000",waitResponseWindow,"3000",m,"","",756;1000,60;45,"16.66",296391,m,750,"1"
"139",test,D,word,m,2t13_1,"1000",waitResponseWindow,"3000",m,"","","1000",60;60,"16.66",301633,timeout,2995,"0"
"140",test,I,word,m,2t14_1,"1000",waitResponseWindow,"3000",m,"","","1000","60","16.66",304634,timeout,2995,"0"
"141",test,O,word,m,2t15_1,"1000",waitResponseWindow,"3000",m,"","","1000","60","16.66",307633,timeout,2995,"0"
"142",test,I,word,m,2t16_1C,"1000",waitResponseWindow,"3000",m,"","",769;1000,"46","16.66",308401,m,764,"1"
"143",test,S,word,m,2t17_1,"1000",waitResponseWindow,"3000",m,"","","1000",60;60,"16.66",313631,timeout,2983,"0"
"144",test,D,word,m,2t18_1,"1000",waitResponseWindow,"3000",m,"","","1000","60","16.66",316632,timeout,2990,"0"
"145",test,B,word,m,2t19_1,"1000",waitResponseWindow,"3000",m,"","","1000","60","16.66",319631,timeout,2992,"0"
"146",test,T,word,m,2t20_1,"1000",waitResponseWindow,"3000",m,"","","1000","60","16.66",322631,timeout,2996,"0"
"147",test,C,word,m,2t21_1,"1000",waitResponseWindow,"3000",m,"","","1000","60","16.66",325631,timeout,2985,"0"
"148",test,T,word,m,2t22_1C,"1000",waitResponseWindow,"3000",m,"","",639;1000,"38","16.66",326268,m,620,"1"
"150",test,"",word,"",placeholder6,"",waitResponseWindow,"1500",m,"","","","","",337011,timeout,1481,""
"151",test,K,word,m,2t1_2,"1000",waitResponseWindow,"3000",m,"","","1000",60;60,"16.66",340010,timeout,2995,"0"
"152",test,S,word,m,2t2_2,"1000",waitResponseWindow,"3000",m,"","","1000","60","16.66",343010,timeout,2996,"0"
"153",test,K,word,m,2t3_2C,"1000",waitResponseWindow,"3000",m,"","",499;1000,"29","16.66",343509,m,495,"1"
"154",test,S,word,m,2t4_2C,"1000",waitResponseWindow,"3000",m,"","",548;1000,60;32,"16.66",346557,m,544,"1"
"155",test,D,word,m,2t5_2,"1000",waitResponseWindow,"3000",m,"","","1000",60;60,"16.66",352009,timeout,2989,"0"
"156",test,H,word,m,2t6_2,"1000",waitResponseWindow,"3000",m,"","","1000","60","16.66",355009,timeout,2992,"0"
"157",test,D,word,m,2t7_2C,"1000",waitResponseWindow,"3000",m,"","",506;1000,"30","16.66",355513,m,496,"1"
"158",test,T,word,m,2t8_2,"1000",waitResponseWindow,"3000",m,"","","1000",60;60,"16.66",361008,timeout,2983,"0"
"159",test,D,word,m,2t9_2C,"1000",waitResponseWindow,"3000",m,"","",516;1000,"30","16.66",361522,m,505,"1"
"160",test,B,word,m,2t10_2,"1000",waitResponseWindow,"3000",m,"","","1000",60;60,"16.66",367007,timeout,2985,"0"
"161",test,I,word,m,2t11_2,"1000",waitResponseWindow,"3000",m,"","","1000","60","16.66",370006,timeout,2982,"0"
"162",test,R,word,m,2t12_2,"1000",waitResponseWindow,"3000",m,"","","1000","60","16.66",373005,timeout,2990,"0"
"163",test,C,word,m,2t13_2,"1000",waitResponseWindow,"3000",m,"","","1000","60","16.66",376005,timeout,2986,"0"
"164",test,E,word,m,2t14_2,"1000",waitResponseWindow,"3000",m,"","","1000","60","16.66",379004,timeout,2985,"0"
"165",test,C,word,m,2t15_2C,"1000",waitResponseWindow,"3000",m,"","","1000","60","16.66",380594,m,1581,"1"
"166",test,A,word,m,2t16_2,"1000",waitResponseWindow,"3000",m,"","","1000","60","16.66",385003,timeout,2988,"0"
"167",test,O,word,m,2t17_2,"1000",waitResponseWindow,"3000",m,"","","1000","60","16.66",388003,timeout,2993,"0"
"168",test,C,word,m,2t18_2,"1000",waitResponseWindow,"3000",m,"","","1000","60","16.66",391002,timeout,2983,"0"
"169",test,M,word,m,2t19_2,"1000",waitResponseWindow,"3000",m,"","","1000","60","16.66",394002,timeout,2994,"0"
"170",test,E,word,m,2t20_2,"1000",waitResponseWindow,"3000",m,"","","1000","60","16.66",397001,timeout,2988,"0"
"171",test,R,word,m,2t21_2,"1000",waitResponseWindow,"3000",m,"","","1000","60","16.66",400000,timeout,2990,"0"
"172",test,E,word,m,2t22_2C,"1000",waitResponseWindow,"3000",m,"","",661;1000,"39","16.66",400661,m,655,"1"
"174",test,"",word,"",placeholder7,"",waitResponseWindow,"1500",m,"","","","","",409198,timeout,1482,""
"175",test,C,word,m,3t1_1,"1000",waitResponseWindow,"3000",m,"","","1000",60;60,"16.66",412198,timeout,2992,"0"
"176",test,P,word,m,3t2_1,"1000",waitResponseWindow,"3000",m,"","","1000","60","16.66",415198,timeout,2988,"0"
"177",test,R,word,m,3t3_1,"1000",waitResponseWindow,"3000",m,"","","1000","60","16.66",418197,timeout,2983,"0"
"178",test,L,word,m,3t4_1,"1000",waitResponseWindow,"3000",m,"","",387;1000,"23","16.66",418583,m,379,"1"
"179",test,H,word,m,3t5_1,"1000",waitResponseWindow,"3000",m,"","",636;1000,60;38,"16.66",421832,m,621,"1"
"180",test,R,word,m,3t6_1C,"1000",waitResponseWindow,"3000",m,"","",445;1000,60;26,"16.66",424640,m,436,"1"
"181",test,L,word,m,3t7_1C,"1000",waitResponseWindow,"3000",m,"","",456;1000,60;27,"16.66",427651,m,450,"1"
"182",test,H,word,m,3t8_1C,"1000",waitResponseWindow,"3000",m,"","",511;1000,60;30,"16.66",430705,m,506,"1"
"183",test,M,word,m,3t9_1,"1000",waitResponseWindow,"3000",m,"","",471;1000,60;28,"16.66",433665,m,463,"1"
"184",test,O,word,m,3t10_1,"1000",waitResponseWindow,"3000",m,"","",364;1000,60;21,"16.66",436557,m,352,"1"
"185",test,T,word,m,3t11_1,"1000",waitResponseWindow,"3000",m,"","",452;1000,60;27,"16.66",439645,m,442,"1"
"186",test,M,word,m,3t12_1C,"1000",waitResponseWindow,"3000",m,"","",462;1000,60;27,"16.66",442654,m,453,"1"
"187",test,S,word,m,3t13_1,"1000",waitResponseWindow,"3000",m,"","",404;1000,60;24,"16.66",445596,m,393,"1"
"188",test,I,word,m,3t14_1,"1000",waitResponseWindow,"3000",m,"","",391;1000,60;23,"16.66",448582,m,379,"1"
"189",test,A,word,m,3t15_1,"1000",waitResponseWindow,"3000",m,"","",384;1000,60;22,"16.66",451575,m,376,"1"
"190",test,E,word,m,3t16_1,"1000",waitResponseWindow,"3000",m,"","",426;1000,60;25,"16.66",454616,m,411,"1"
"191",test,C,word,m,3t17_1,"1000",waitResponseWindow,"3000",m,"","",305;1000,60;18,"16.66",457494,m,300,"1"
"192",test,M,word,m,3t18_1,"1000",waitResponseWindow,"3000",m,"","",402;1000,60;24,"16.66",460591,m,391,"1"
"193",test,E,word,m,3t19_1C,"1000",waitResponseWindow,"3000",m,"","",483;1000,60;28,"16.66",463671,m,475,"1"
"194",test,R,word,m,3t20_1,"1000",waitResponseWindow,"3000",m,"","",594;1000,60;35,"16.66",466782,m,585,"1"
"195",test,M,word,m,3t21_1C,"1000",waitResponseWindow,"3000",m,"","",516;1000,60;30,"16.66",469703,m,500,"1"
"196",test,H,word,m,3t22_1,"1000",waitResponseWindow,"3000",m,"","",431;1000,60;25,"16.66",472618,m,416,"1"
"197",test,T,word,m,3t23_1,"1000",waitResponseWindow,"3000",m,"","",566;1000,60;33,"16.66",475752,m,558,"1"
"199",test,"",word,"",placeholder8,"",waitResponseWindow,"1500",m,"","","","","",483603,timeout,1486,""
"200",test,O,word,m,3t1_2,"1000",waitResponseWindow,"3000",m,"","","1000",60;60,"16.66",486602,timeout,2981,"0"
"201",test,L,word,m,3t2_2,"1000",waitResponseWindow,"3000",m,"","","1000","60","16.66",489601,timeout,2994,"0"
"202",test,D,word,m,3t3_2,"1000",waitResponseWindow,"3000",m,"","","1000","60","16.66",492601,timeout,2996,"0"
"203",test,K,word,m,3t4_2,"1000",waitResponseWindow,"3000",m,"","",459;1000,"27","16.66",493059,m,441,"1"
"204",test,I,word,m,3t5_2,"1000",waitResponseWindow,"3000",m,"","",404;1000,60;24,"16.66",496003,m,397,"1"
"205",test,D,word,m,3t6_2C,"1000",waitResponseWindow,"3000",m,"","",389;1000,60;23,"16.66",498988,m,373,"1"
"206",test,A,word,m,3t7_2,"1000",waitResponseWindow,"3000",m,"","",343;1000,60;20,"16.66",501941,m,328,"1"
"207",test,E,word,m,3t8_2,"1000",waitResponseWindow,"3000",m,"","",326;1000,60;19,"16.66",504924,m,319,"1"
"208",test,B,word,m,3t9_2,"1000",waitResponseWindow,"3000",m,"","",402;1000,60;24,"16.66",507999,m,397,"1"
"209",test,S,word,m,3t10_2,"1000",waitResponseWindow,"3000",m,"","",432;1000,60;25,"16.66",511029,m,415,"1"
"210",test,P,word,m,3t11_2,"1000",waitResponseWindow,"3000",m,"","",354;1000,60;21,"16.66",513950,m,342,"1"
"211",test,B,word,m,3t12_2C,"1000",waitResponseWindow,"3000",m,"","",379;1000,60;22,"16.66",516975,m,364,"1"
"212",test,C,word,m,3t13_2,"1000",waitResponseWindow,"3000",m,"","",566;1000,60;33,"16.66",520161,m,557,"1"
"213",test,P,word,m,3t14_2C,"1000",waitResponseWindow,"3000",m,"","",396;1000,60;23,"16.66",522991,m,380,"1"
"214",test,R,word,m,3t15_2,"1000",waitResponseWindow,"3000",m,"","",446;1000,60;26,"16.66",526040,m,437,"1"
"215",test,C,word,m,3t16_2C,"1000",waitResponseWindow,"3000",m,"","",400;1000,60;23,"16.66",528994,m,394,"1"
"216",test,S,word,m,3t17_2,"1000",waitResponseWindow,"3000",m,"","",378;1000,60;22,"16.66",531971,m,373,"1"
"217",test,R,word,m,3t18_2C,"1000",waitResponseWindow,"3000",m,"","",360;1000,60;21,"16.66",534953,m,354,"1"
"218",test,K,word,m,3t19_2,"1000",waitResponseWindow,"3000",m,"","",380;1000,60;22,"16.66",537972,m,364,"1"
"219",test,C,word,m,3t20_2,"1000",waitResponseWindow,"3000",m,"","",345;1000,60;20,"16.66",540937,m,338,"1"
"220",test,S,word,m,3t21_2,"1000",waitResponseWindow,"3000",m,"","",355;1000,60;21,"16.66",543946,m,351,"1"
"221",test,K,word,m,3t22_2C,"1000",waitResponseWindow,"3000",m,"","",300;1000,60;17,"16.66",546891,m,293,"1"
