browser,version,OS,OS_lang,GMT_timestamp,local_timestamp,trial_file_version,link,duration_s
Chrome,114.0.0.0,Windows,en-US,2023-06-10_03:12:04,2023-06-09_20:12:04,2023-06-07_23:08:25,https://www.testable.org/experiment/11502/795217/start?token=julia3,767.907

rowNo,type,stim1,stimFormat,key,label,presTime,responseOptions,responseWindow,keyboard,if,then,presTime_ms,presTime_f,presTime_fDuration,timestamp,response,RT,correct
"4",test,"",word,"",placeholder1-1,"",waitResponseWindow,"1500",m,"","","","","",59500,timeout,1480,""
"5",test,A,word,m,2p1_1,"1000",waitResponseWindow,"3000",m,correct,+1;+3,339;999,"20","16.65",59838,m,334,"1"
"7",test,"",word,m,placeholder1-2,"",waitResponseWindow,"1500",m,"","","","","",67662,timeout,1477,"0"
"8",test,L,word,m,2p2_1,"1000",waitResponseWindow,"3000",m,correct,+1;+3,373;1000,"22","16.66",68035,m,369,"1"
"10",test,"",word,m,placeholder1-3,"",waitResponseWindow,"1500",m,"","","","","",73059,timeout,1480,"0"
"11",test,T,word,m,2p3_1,"1000",waitResponseWindow,"3000",m,correct,+1;+3,443;999,"26","16.66",73501,m,438,"1"
"13",test,"",word,m,placeholder1-4,"",waitResponseWindow,"1500",m,"","","","","",78290,timeout,1479,"0"
"14",test,L,word,m,2p4_1C,"1000",waitResponseWindow,"3000",m,correct,+1;+3,480;999,"28","16.66",78769,m,476,"1"
"16",test,"",word,m,placeholder1-5,"",waitResponseWindow,"1500",m,"","","","","",83936,timeout,1488,"0"
"17",test,O,word,m,2p5_1,"1000",waitResponseWindow,"3000",m,correct,+1;+3,372;1000,"22","16.67",84307,m,366,"1"
"19",test,"",word,m,placeholder1-6,"",waitResponseWindow,"1500",m,"","","","","",89300,timeout,1482,"0"
"20",test,C,word,m,2p6_1,"1000",waitResponseWindow,"3000",m,correct,+1;+3,420;999,"25","16.65",89720,m,417,"1"
"22",test,"",word,m,placeholder1-7,"",waitResponseWindow,"1500",m,"","","","","",94614,timeout,1486,"0"
"23",test,H,word,m,2p7_1,"1000",waitResponseWindow,"3000",m,correct,+1;+3,386;999,"23","16.64",95000,m,383,"1"
"25",test,"",word,m,placeholder1-8,"",waitResponseWindow,"1500",m,"","","","","",100011,timeout,1489,"0"
"26",test,M,word,m,2p8_1,"1000",waitResponseWindow,"3000",m,correct,+1;+3,548;1000,"32","16.65",100558,m,544,"1"
"28",test,"",word,m,placeholder1-9,"",waitResponseWindow,"1500",m,"","","","","",106341,timeout,1491,"0"
"29",test,H,word,m,2p9_1C,"1000",waitResponseWindow,"3000",m,correct,+1;+3,344;1000,"20","16.66",106685,m,341,"1"
"31",test,"",word,m,placeholder1-10,"",waitResponseWindow,"1500",m,"","","","","",111854,timeout,1487,"0"
"32",test,E,word,m,2p10_1,"1000",waitResponseWindow,"3000",m,correct,+1;+3,387;1000,"23","16.66",112241,m,384,"1"
"34",test,"",word,m,placeholder1-11,"",waitResponseWindow,"1500",m,"","","","","",117268,timeout,1486,"0"
"35",test,K,word,m,2p11_1,"1000",waitResponseWindow,"3000",m,correct,+1;+3,415;999,"24","16.66",117683,m,410,"1"
"37",test,"",word,m,placeholder1-12,"",waitResponseWindow,"1500",m,"","","","","",122465,timeout,1485,"0"
"38",test,P,word,m,2p12_1,"1000",waitResponseWindow,"3000",m,correct,+1;+3,352;999,"21","16.66",122817,m,348,"1"
"40",test,"",word,m,placeholder1-13,"",waitResponseWindow,"1500",m,"","","","","",127729,timeout,1492,"0"
"41",test,K,word,m,2p13_1C,"1000",waitResponseWindow,"3000",m,correct,+1;+3,458;999,"27","16.66",128187,m,455,"1"
"43",test,"",word,m,placeholder1-14,"",waitResponseWindow,"1500",m,"","","","","",133293,timeout,1490,"0"
"44",test,B,word,m,2p14_1,"1000",waitResponseWindow,"3000",m,correct,+1;+2,438;999,"26","16.65",133730,m,434,"1"
"47",test,"",word,"",placeholder2,"",waitResponseWindow,"1500",m,"","","","","",179800,timeout,1477,""
"48",test,D,word,m,2p1_2,"1000",waitResponseWindow,"3000",m,"","",461;999,"27","16.65",180261,m,458,"1"
"49",test,R,word,m,2p2_2,"1000",waitResponseWindow,"3000",m,"","",334;999,60;19,"16.66",183132,m,330,"1"
"50",test,H,word,m,2p3_2,"1000",waitResponseWindow,"3000",m,"","",272;999,60;16,"16.66",186069,m,268,"1"
"51",test,B,word,m,2p4_2,"1000",waitResponseWindow,"3000",m,"","",247;999,60;14,"16.66",189042,m,241,"1"
"52",test,R,word,m,2p5_2,"1000",waitResponseWindow,"3000",m,"","",271;999,60;16,"16.66",192065,m,268,"1"
"53",test,B,word,m,2p6_2C,"1000",waitResponseWindow,"3000",m,"","",257;999,60;15,"16.65",195049,m,254,"1"
"54",test,D,word,m,2p7_2,"1000",waitResponseWindow,"3000",m,"","",258;1000,60;15,"16.66",198048,m,254,"1"
"55",test,K,word,m,2p8_2,"1000",waitResponseWindow,"3000",m,"","",263;999,60;15,"16.66",201051,m,260,"1"
"56",test,D,word,m,2p9_2C,"1000",waitResponseWindow,"3000",m,"","",252;999,60;15,"16.66",204039,m,247,"1"
"57",test,T,word,m,2p10_2,"1000",waitResponseWindow,"3000",m,"","",245;999,60;14,"16.66",207030,m,241,"1"
"58",test,A,word,m,2p11_2,"1000",waitResponseWindow,"3000",m,"","",237;999,60;14,"16.66",210021,m,234,"1"
"59",test,I,word,m,2p12_2,"1000",waitResponseWindow,"3000",m,"","",240;999,60;14,"16.66",213022,m,234,"1"
"60",test,E,word,m,2p13_2,"1000",waitResponseWindow,"3000",m,"","",222;1000,60;13,"16.66",216002,m,219,"1"
"61",test,I,word,m,2p14_2C,"1000",waitResponseWindow,"3000",m,"","",269;999,60;16,"16.66",219047,m,264,"1"
"63",test,"",word,m,placeholder3-1,"",waitResponseWindow,"1500",m,"","","","","",247114,timeout,1491,"0"
"64",test,D,word,m,3p1_1,"1000",waitResponseWindow,"3000",m,correct,+1;+3,434;1000,60;25,"16.66",247546,m,429,"1"
"66",test,"",word,m,placeholder3-2,"",waitResponseWindow,"1500",m,"","","","","",253777,timeout,1486,"0"
"67",test,K,word,m,3p2_1,"1000",waitResponseWindow,"3000",m,correct,+1;+3,408;1000,"24","16.66",254184,m,403,"1"
"69",test,"",word,m,placeholder3-3,"",waitResponseWindow,"1500",m,"","","","","",258907,timeout,1490,"0"
"70",test,A,word,m,3p3_1,"1000",waitResponseWindow,"3000",m,correct,+1;+3,367;999,"21","16.66",259274,m,364,"1"
"72",test,"",word,m,placeholder3-4,"",waitResponseWindow,"1500",m,"","","","","",264137,timeout,1481,"0"
"73",test,R,word,m,3p4_1,"1000",waitResponseWindow,"3000",m,correct,+1;+3,393;999,"23","16.66",264530,m,387,"1"
"75",test,"",word,m,placeholder3-5,"",waitResponseWindow,"1500",m,"","","","","",269285,timeout,1483,"0"
"76",test,K,word,m,3p5_1C,"1000",waitResponseWindow,"3000",m,correct,+1;+3,506;999,"30","16.66",269790,m,502,"1"
"78",test,"",word,m,placeholder3-6,"",waitResponseWindow,"1500",m,"","","","","",274415,timeout,1494,"0"
"79",test,T,word,m,3p6_1,"1000",waitResponseWindow,"3000",m,correct,+1;+3,"1000","60","16.66",277413,timeout,2994,"0"
"82",test,O,word,m,3p7_1,"1000",waitResponseWindow,"3000",m,correct,+1;+3,308;999,"18","16.66",277720,m,302,"1"
"84",test,"",word,m,placeholder3-8,"",waitResponseWindow,"1500",m,"","","","","",283510,timeout,1492,"0"
"85",test,K,word,m,3p8_1,"1000",waitResponseWindow,"3000",m,correct,+1;+3,436;1000,"26","16.66",283945,m,431,"1"
"87",test,"",word,m,placeholder3-9,"",waitResponseWindow,"1500",m,"","","","","",288741,timeout,1481,"0"
"88",test,T,word,m,3p9_1C,"1000",waitResponseWindow,"3000",m,correct,+1;+3,350;1000,"20","16.66",289090,m,344,"1"
"90",test,"",word,m,placeholder3-10,"",waitResponseWindow,"1500",m,"","","","","",293872,timeout,1488,"0"
"91",test,A,word,m,3p10_1,"1000",waitResponseWindow,"3000",m,correct,+1;+3,306;1000,"18","16.66",294176,m,301,"1"
"93",test,"",word,m,placeholder3-11,"",waitResponseWindow,"1500",m,"","","","","",299001,timeout,1482,"0"
"94",test,C,word,m,3p11_1,"1000",waitResponseWindow,"3000",m,correct,+1;+3,363;1000,"21","16.65",299364,m,360,"1"
"96",test,"",word,m,placeholder3-12,"",waitResponseWindow,"1500",m,"","","","","",304099,timeout,1476,"0"
"97",test,P,word,m,3p12_1,"1000",waitResponseWindow,"3000",m,correct,+1;+3,320;999,"19","16.65",304418,m,315,"1"
"99",test,"",word,m,placeholder3-13,"",waitResponseWindow,"1500",m,"","","","","",309246,timeout,1488,"0"
"100",test,L,word,m,3p13_1,"1000",waitResponseWindow,"3000",m,correct,+1;+3,404;999,"24","16.65",309650,m,400,"1"
"102",test,"",word,m,placeholder3-14,"",waitResponseWindow,"1500",m,"","","","","",314360,timeout,1494,"0"
"103",test,I,word,m,3p14_1,"1000",waitResponseWindow,"3000",m,correct,+1;+3,398;999,"23","16.66",314757,m,394,"1"
"105",test,"",word,m,placeholder3-15,"",waitResponseWindow,"1500",m,"","","","","",319674,timeout,1493,"0"
"106",test,P,word,m,3p15_1C,"1000",waitResponseWindow,"3000",m,correct,+1;+2,447;999,"26","16.66",320120,m,443,"1"
"109",test,"",word,"",placeholder4,"",waitResponseWindow,"1500",m,"","","","","",375776,timeout,1481,""
"110",test,K,word,m,3p1_2,"1000",waitResponseWindow,"3000",m,"","",395;999,"23","16.66",376171,m,391,"1"
"111",test,O,word,m,3p2_2,"1000",waitResponseWindow,"3000",m,"","",251;1000,60;15,"16.66",379025,m,248,"1"
"112",test,S,word,m,3p3_2,"1000",waitResponseWindow,"3000",m,"","",289;1000,60;17,"16.66",382062,m,285,"1"
"113",test,K,word,m,3p4_2C,"1000",waitResponseWindow,"3000",m,"","",237;1000,60;14,"16.66",385007,m,233,"1"
