browser,version,OS,OS_lang,GMT_timestamp,local_timestamp,trial_file_version,link,duration_s
Firefox,"113.0",MacOS,en-CA,2023-06-06_22:25:27,2023-06-06_18:25:27,2023-06-06_20:20:29,https://www.testable.org/experiment/11502/795217/start,839.117

rowNo,type,stim1,stimFormat,key,label,presTime,responseOptions,responseWindow,keyboard,if,then,presTime_ms,presTime_f,presTime_fDuration,timestamp,response,RT,correct
"4",test,"",word,"",placeholder1-1,"",waitResponseWindow,"1500",m,"","","","","",9981,timeout,1486,""
"5",test,A,word,m,2p1_1,"1000",waitResponseWindow,"3000",m,correct,+2;+1,"1001","120","8.34",12981,timeout,2991,"0"
"8",test,"",word,m,placeholder1-2,"",waitResponseWindow,"1500",m,"","","","","",18181,timeout,1487,"0"
"9",test,L,word,m,2p2_1,"1000",waitResponseWindow,"3000",m,correct,+2;+1,"999","119","8.40",21180,timeout,2987,"0"
"12",test,"",word,m,placeholder1-3,"",waitResponseWindow,"1500",m,"","","","","",24092,timeout,1487,"0"
"13",test,T,word,m,2p3_1,"1000",waitResponseWindow,"3000",m,correct,+2;+1,383;1000,"45","8.37",24475,m,373,"1"
"16",test,"",word,m,placeholder1-4,"",waitResponseWindow,"1500",m,"","","","","",29288,timeout,1496,"0"
"17",test,L,word,m,2p4_1C,"1000",waitResponseWindow,"3000",m,correct,+1;+2,333;1001,"39","8.35",29620,m,322,"1"
"20",test,"",word,m,placeholder1-5,"",waitResponseWindow,"1500",m,"","","","","",34647,timeout,1487,"0"
"21",test,O,word,m,2p5_1,"1000",waitResponseWindow,"3000",m,correct,+2;+1,391;1000,"46","8.36",35037,m,381,"1"
"24",test,"",word,m,placeholder1-6,"",waitResponseWindow,"1500",m,"","","","","",40188,timeout,1488,"0"
"25",test,C,word,m,2p6_1,"1000",waitResponseWindow,"3000",m,correct,+2;+1,389;1002,"46","8.39",40576,m,378,"1"
"28",test,"",word,m,placeholder1-7,"",waitResponseWindow,"1500",m,"","","","","",45655,timeout,1484,"0"
"29",test,H,word,m,2p7_1,"1000",waitResponseWindow,"3000",m,correct,+2;+1,392;1002,"46","8.36",46046,m,379,"1"
"32",test,"",word,m,placeholder1-8,"",waitResponseWindow,"1500",m,"","","","","",51180,timeout,1491,"0"
"33",test,M,word,m,2p8_1,"1000",waitResponseWindow,"3000",m,correct,+2;+1,489;1001,"58","8.37",51669,m,475,"1"
"36",test,"",word,m,placeholder1-9,"",waitResponseWindow,"1500",m,"","","","","",56582,timeout,1486,"0"
"37",test,H,word,m,2p9_1C,"1000",waitResponseWindow,"3000",m,correct,+1;+2,378;1000,"45","8.35",56959,m,367,"1"
"40",test,"",word,m,placeholder1-10,"",waitResponseWindow,"1500",m,"","","","","",61681,timeout,1490,"0"
"41",test,E,word,m,2p10_1,"1000",waitResponseWindow,"3000",m,correct,+2;+1,383;1001,"44","8.55",62063,m,371,"1"
"44",test,"",word,m,placeholder1-11,"",waitResponseWindow,"1500",m,"","","","","",81330,timeout,1490,"0"
"45",test,K,word,m,2p11_1,"1000",waitResponseWindow,"3000",m,correct,+2;+1,347;1002,"41","8.39",81676,m,337,"1"
"48",test,"",word,m,placeholder1-12,"",waitResponseWindow,"1500",m,"","","","","",87755,timeout,1487,"0"
"49",test,P,word,m,2p12_1,"1000",waitResponseWindow,"3000",m,correct,+2;+1,417;996,"49","8.41",88172,m,407,"1"
"52",test,"",word,m,placeholder1-13,"",waitResponseWindow,"1500",m,"","","","","",93250,timeout,1488,"0"
"53",test,K,word,m,2p13_1C,"1000",waitResponseWindow,"3000",m,correct,+1;+2,373;997,"43","8.56",93622,m,361,"1"
"56",test,"",word,m,placeholder1-14,"",waitResponseWindow,"1500",m,"","","","","",98705,timeout,1491,"0"
"57",test,B,word,m,2p14_1,"1000",waitResponseWindow,"3000",m,correct,+2;+1,328;1003,"38","8.50",99033,m,316,"1"
"61",test,"",word,"",placeholder2,"",waitResponseWindow,"1500",m,"","","","","",134334,m,928,""
