browser,version,OS,OS_lang,GMT_timestamp,local_timestamp,trial_file_version,link,duration_s
Firefox,"114.0",Windows,en-US,2023-06-19_22:11:37,2023-06-20_00:11:37,2023-06-07_23:08:25,https://www.testable.org/experiment/11502/795217/start?token=sabine4,672.882

rowNo,type,stim1,stimFormat,key,label,presTime,responseOptions,responseWindow,keyboard,if,then,presTime_ms,presTime_f,presTime_fDuration,timestamp,response,RT,correct
"4",test,"",word,"",placeholder1-1,"",waitResponseWindow,"1500",m,"","","","","",20443,timeout,1466,""
"5",test,A,word,m,2p1_1,"1000",waitResponseWindow,"3000",m,correct,+1;+3,"1000","57","17.54",22126,m,1620,"1"
"7",test,"",word,m,placeholder1-2,"",waitResponseWindow,"1500",m,"","","","","",26623,timeout,1487,"0"
"8",test,L,word,m,2p2_1,"1000",waitResponseWindow,"3000",m,correct,+1;+3,"1000","60","16.66",29623,timeout,2992,"0"
"11",test,T,word,m,2p3_1,"1000",waitResponseWindow,"3000",m,correct,+1;+3,"1000","60","16.66",32623,timeout,2992,"0"
"14",test,L,word,m,2p4_1C,"1000",waitResponseWindow,"3000",m,correct,+1;+3,561;1000,"33","16.66",33183,m,534,"1"
"16",test,"",word,m,placeholder1-5,"",waitResponseWindow,"1500",m,"","","","","",38938,timeout,1484,"0"
"17",test,O,word,m,2p5_1,"1000",waitResponseWindow,"3000",m,correct,+1;+3,"1000","60","16.66",41938,timeout,2987,"0"
"20",test,C,word,m,2p6_1,"1000",waitResponseWindow,"3000",m,correct,+1;+3,"1000","60","16.66",44936,timeout,2986,"0"
"23",test,H,word,m,2p7_1,"1000",waitResponseWindow,"3000",m,correct,+1;+3,409;1000,"24","16.66",45345,m,400,"1"
"25",test,"",word,m,placeholder1-8,"",waitResponseWindow,"1500",m,"","","","","",50887,timeout,1479,"0"
"26",test,M,word,m,2p8_1,"1000",waitResponseWindow,"3000",m,correct,+1;+3,"1000","60","16.66",53886,timeout,2985,"0"
"29",test,H,word,m,2p9_1C,"1000",waitResponseWindow,"3000",m,correct,+1;+3,"1000","60","16.66",56885,timeout,2995,"0"
"32",test,E,word,m,2p10_1,"1000",waitResponseWindow,"3000",m,correct,+1;+3,"1000","60","16.66",57953,m,1057,"1"
"34",test,"",word,m,placeholder1-11,"",waitResponseWindow,"1500",m,"","","","","",62084,timeout,1480,"0"
"35",test,K,word,m,2p11_1,"1000",waitResponseWindow,"3000",m,correct,+1;+3,"1000","60","16.66",65084,timeout,2995,"0"
"38",test,P,word,m,2p12_1,"1000",waitResponseWindow,"3000",m,correct,+1;+3,"1000","60","16.66",68083,timeout,2995,"0"
"41",test,K,word,m,2p13_1C,"1000",waitResponseWindow,"3000",m,correct,+1;+3,"1000","60","16.66",71083,timeout,2992,"0"
"44",test,B,word,m,2p14_1,"1000",waitResponseWindow,"3000",m,correct,+1;+2,"1000","60","16.66",74083,timeout,2981,"0"
"47",test,"",word,"",placeholder2,"",waitResponseWindow,"1500",m,"","","","","",92347,timeout,1492,""
"48",test,D,word,m,2p1_2,"1000",waitResponseWindow,"3000",m,"","","1000","60","16.66",95344,timeout,2984,"0"
"49",test,R,word,m,2p2_2,"1000",waitResponseWindow,"3000",m,"","","1000","60","16.66",98345,timeout,2995,"0"
"50",test,H,word,m,2p3_2,"1000",waitResponseWindow,"3000",m,"","","1000","60","16.66",101343,timeout,2990,"0"
