browser,version,OS,OS_lang,GMT_timestamp,local_timestamp,trial_file_version,link,duration_s
Chrome,114.0.0.0,Windows,en-US,2023-06-10_02:09:59,2023-06-09_19:09:59,2023-06-07_23:08:25,https://www.testable.org/experiment/11502/795217/start?token=julia2,3216.067

rowNo,type,stim1,stimFormat,key,label,presTime,responseOptions,responseWindow,keyboard,if,then,presTime_ms,presTime_f,presTime_fDuration,timestamp,response,RT,correct
"4",test,"",word,"",placeholder1-1,"",waitResponseWindow,"1500",m,"","","","","",2152566,timeout,1475,""
"5",test,A,word,m,2p1_1,"1000",waitResponseWindow,"3000",m,correct,+1;+3,"999","60","16.66",2155564,timeout,2991,"0"
"8",test,L,word,m,2p2_1,"1000",waitResponseWindow,"3000",m,correct,+1;+3,"999","60","16.66",2158562,timeout,2994,"0"
"11",test,T,word,m,2p3_1,"1000",waitResponseWindow,"3000",m,correct,+1;+3,323;1000,"19","16.66",2158885,m,319,"1"
"13",test,"",word,m,placeholder1-4,"",waitResponseWindow,"1500",m,"","","","","",2203654,timeout,1481,"0"
"14",test,L,word,m,2p4_1C,"1000",waitResponseWindow,"3000",m,correct,+1;+3,"1000","60","16.66",2206652,timeout,2995,"0"
"17",test,O,word,m,2p5_1,"1000",waitResponseWindow,"3000",m,correct,+1;+3,"1000","60","16.66",2209651,timeout,2996,"0"
"20",test,C,word,m,2p6_1,"1000",waitResponseWindow,"3000",m,correct,+1;+3,828;999,"49","16.65",2210478,m,821,"1"
"22",test,"",word,m,placeholder1-7,"",waitResponseWindow,"1500",m,"","","","","",2215064,timeout,1491,"0"
"23",test,H,word,m,2p7_1,"1000",waitResponseWindow,"3000",m,correct,+1;+3,"999","60","16.66",2218063,timeout,2994,"0"
"26",test,M,word,m,2p8_1,"1000",waitResponseWindow,"3000",m,correct,+1;+3,"999","60","16.66",2221061,timeout,2995,"0"
"29",test,H,word,m,2p9_1C,"1000",waitResponseWindow,"3000",m,correct,+1;+3,398;999,"23","16.65",2221458,m,393,"1"
"31",test,"",word,m,placeholder1-10,"",waitResponseWindow,"1500",m,"","","","","",2229423,timeout,1491,"0"
"32",test,E,word,m,2p10_1,"1000",waitResponseWindow,"3000",m,correct,+1;+3,"999","60","16.66",2232421,timeout,2991,"0"
"35",test,K,word,m,2p11_1,"1000",waitResponseWindow,"3000",m,correct,+1;+3,"999","60","16.66",2235420,timeout,2995,"0"
"38",test,P,word,m,2p12_1,"1000",waitResponseWindow,"3000",m,correct,+1;+3,296;999,"17","16.66",2235715,m,291,"1"
"40",test,"",word,m,placeholder1-13,"",waitResponseWindow,"1500",m,"","","","","",2242216,timeout,1489,"0"
"41",test,K,word,m,2p13_1C,"1000",waitResponseWindow,"3000",m,correct,+1;+3,"999","60","16.65",2245215,timeout,2994,"0"
