browser,version,OS,OS_lang,GMT_timestamp,local_timestamp,trial_file_version,link,duration_s
Firefox,"113.0",MacOS,en-CA,2023-06-06_20:01:55,2023-06-06_16:01:55,2023-06-06_19:58:38,https://www.testable.org/experiment/11502/795217/start,744.374

rowNo,type,stim1,stimFormat,key,label,presTime,responseOptions,responseWindow,keyboard,if,then,presTime_ms,presTime_f,presTime_fDuration,timestamp,response,RT,correct
"4",test,"",word,"",placeholder1-1,"",waitResponseWindow,"1500",m,"","","","","",13833,timeout,1487,""
"5",test,A,word,m,2p1_1,"1000",waitResponseWindow,"3000",m,correct,+2;+1,"1000","120","8.33",16831,timeout,2985,"0"
"8",test,"",word,m,placeholder1-2,"",waitResponseWindow,"1500",m,"","","","","",19850,timeout,1489,"0"
"9",test,L,word,m,2p2_1,"1000",waitResponseWindow,"3000",m,correct,+2;+1,"1000","120","8.33",22850,timeout,2990,"0"
"12",test,"",word,m,placeholder1-3,"",waitResponseWindow,"1500",m,"","","","","",27015,timeout,1490,"0"
"13",test,T,word,m,2p3_1,"1000",waitResponseWindow,"3000",m,correct,+2;+1,396;1000,"46","8.34",27411,m,382,"1"
"16",test,"",word,m,placeholder1-4,"",waitResponseWindow,"1500",m,"","","","","",32249,timeout,1491,"0"
"17",test,L,word,m,2p4_1C,"1000",waitResponseWindow,"3000",m,correct,+1;+2,502;1000,"60","8.32",32750,m,491,"1"
"20",test,"",word,m,placeholder1-5,"",waitResponseWindow,"1500",m,"","","","","",47649,timeout,1485,"0"
"21",test,O,word,m,2p5_1,"1000",waitResponseWindow,"3000",m,correct,+2;+1,304;1000,"36","8.35",47952,m,292,"1"
"24",test,"",word,m,placeholder1-6,"",waitResponseWindow,"1500",m,"","","","","",51562,m,312,"1"
"25",test,C,word,m,2p6_1,"1000",waitResponseWindow,"3000",m,correct,+2;+1,381;1000,"45","8.34",53121,m,369,"1"
"28",test,"",word,m,placeholder1-7,"",waitResponseWindow,"1500",m,"","","","","",57933,timeout,1488,"0"
"29",test,H,word,m,2p7_1,"1000",waitResponseWindow,"3000",m,correct,+2;+1,"1000","119","8.40",58937,m,995,"1"
"32",test,"",word,m,placeholder1-8,"",waitResponseWindow,"1500",m,"","","","","",63191,timeout,1487,"0"
"33",test,M,word,m,2p8_1,"1000",waitResponseWindow,"3000",m,correct,+2;+1,324;1000,"38","8.33",63514,m,310,"1"
"36",test,"",word,m,placeholder1-9,"",waitResponseWindow,"1500",m,"","","","","",69741,timeout,1491,"0"
"37",test,H,word,m,2p9_1C,"1000",waitResponseWindow,"3000",m,correct,+1;+2,514;1000,"61","8.34",70254,m,502,"1"
